abierto el domingo	sonntags geöffnet	Unidad 3
el precio	Preis	Unidad 3
de… a	von … bis	Unidad 3
estar situado/-a	liegen (geografisch)	Unidad 3
la playa	Strand	Unidad 3
contar con	verfügen über	Unidad 3
la terraza	Terrasse	Unidad 3
interior	innere/r/s	Unidad 3
exterior	äußere/r/s	Unidad 3
colombiano/-a	kolumbianisch	Unidad 3
peruano/-a	peruanisch	Unidad 3
disponer de	verfügen über	Unidad 3
excelente	ausgezeichnet	Unidad 3
el jugo (de fruta)	(Frucht-)Saft (LA)	Unidad 3
destacar	herausragen	Unidad 3
maravilloso/-a	wunderbar	Unidad 3
el ceviche	Gericht aus rohem Fisch (LA)	Unidad 3
el servicio	Service, Bedienung	Unidad 3
casero/-a	hausgemacht	Unidad 3
el lunes	Montag	Unidad 3
menos de	weniger als	Unidad 3
el bar	Bar, Kneipe	Unidad 3
el centro	Zentrum, Stadtmitte	Unidad 3
la tapa	Appetithäppchen	Unidad 3
la ración	Portion	Unidad 3
el pincho	Snack, Häppchen	Unidad 3
desde… hasta	von … bis	Unidad 3
al ajillo	in Knoblauchsoße	Unidad 3
ideal	ideal	Unidad 3
la reserva	Reservierung	Unidad 3
la tarjeta (de crédito)	(Kredit-)Karte	Unidad 3
accesible	zugänglich; barrierefrei	Unidad 3
el menú especial	Spezialmenü	Unidad 3
especial	speziell, Spezial-	Unidad 3
el parking	Parkplatz	Unidad 3
el salón para fumadores	Speisesaal für Raucher	Unidad 3
la entrega a domicilio	Lieferung nach Hause	Unidad 3
el miércoles	Mittwoch	Unidad 3
el jueves	Donnerstag	Unidad 3
el viernes	Freitag	Unidad 3
el sábado	Samstag	Unidad 3
caro/-a	teuer	Unidad 3
aparcar	parken	Unidad 3
el coche	Auto	Unidad 3
abrir	öffnen	Unidad 3
fumar	rauchen	Unidad 3
el producto	Produkt	Unidad 3
biológico/-a	Bio-	Unidad 3
apto/-a	geeignet	Unidad 3
todo tipo de	jede Art von	Unidad 3
la dieta	Ernährungsweise	Unidad 3
¿Dónde está…?	Wo ist …?	Unidad 3
¿Cómo es?	Wie ist es?	Unidad 3
tranquilo/-a	ruhig	Unidad 3
la comida rápida	Fastfood	Unidad 3
¿Qué días abre?	An welchen Tagen ist es geöffnet?	Unidad 3
la hora	Uhrzeit	Unidad 3
el número de personas	Personenzahl	Unidad 3
el comentario	Kommentar	Unidad 3
… menos cuarto	Viertel vor …	Unidad 3
… en punto	genau / Punkt …	Unidad 3
… y cuarto	Viertel nach …	Unidad 3
… y media	halb …	Unidad 3
¿Qué hora es?	Wie viel Uhr ist es?	Unidad 3
de la tarde	nachmittags	Unidad 3
de la mañana	morgens	Unidad 3
la mañana	Morgen	Unidad 3
¿A qué hora…?	Um wie viel Uhr …?	Unidad 3
de la noche	abends	Unidad 3
la opinión	Meinung	Unidad 3
enorme	riesig	Unidad 3
a muy buen precio	zu sehr gutem Preis	Unidad 3
excepto	außer, mit Ausnahme von	Unidad 3
malo/-a	schlecht	Unidad 3
grande	groß	Unidad 3
el ambiente	Atmosphäre, Stimmung	Unidad 3
al mediodía	mittags	Unidad 3
agradable	angenehm, freundlich	Unidad 3
recomendar	empfehlen	Unidad 3
de la casa	hauseigen	Unidad 3
Está muy rico/-a.	Es schmeckt sehr gut.	Unidad 3
rico/-a	lecker	Unidad 3
la mayonesa	Mayonnaise	Unidad 3
las patatas fritas	Pommes frites	Unidad 3
de los/las de siempre	typisch	Unidad 3
bueno/-a	gut	Unidad 3
lento/-a	langsam	Unidad 3
esperar	warten	Unidad 3
sobre todo	vor allem	Unidad 3
por la noche	abends	Unidad 3
la papa	Kartoffel (LA)	Unidad 3
la porción	Portion	Unidad 3
por las mañanas	immer morgens	Unidad 3
mañana	morgen	Unidad 3
por la mañana	morgens	Unidad 3
estadounidense	US-amerikanisch	Unidad 3
belga	belgisch	Unidad 3
marroquí	marokkanisch	Unidad 3
el plátano verde	Kochbanane	Unidad 3
verde	grün	Unidad 3
el ají	südamerik. Chilisoße (LA)	Unidad 3
el tigrillo	ecuadorian. Spezialität (LA)	Unidad 3
rallado/-a	gerieben	Unidad 3
la sorpresa	Überraschung	Unidad 3
el dulce	Süßspeise	Unidad 3
típico/-a	typisch	Unidad 3
favorito/-a	Lieblings-	Unidad 3
por ejemplo	zum Beispiel	Unidad 3
saber	wissen	Unidad 4
relaciona	verbinde, ordne zu	Unidad 4
el cerro	Hügel	Unidad 4
la memoria	Erinnerung	Unidad 4
la plaza de armas	Hauptplatz (LA)	Unidad 4
el jardín	Garten	Unidad 4
el río	Fluss	Unidad 4
el barrio	Stadtviertel	Unidad 4
la capital	Hauptstadt	Unidad 4
la lengua oficial	Amtssprache	Unidad 4
el símbolo	Symbol	Unidad 4
el animal	Tier	Unidad 4
el/la habitante	Einwohner/in	Unidad 4
el teleférico	(Draht-)Seilbahn	Unidad 4
asociar	assoziieren, verbinden	Unidad 4
el adjetivo	Adjektiv	Unidad 4
comparar	vergleichen	Unidad 4
otro/-a	ein/e andere/r/s	Unidad 4
bonito/-a	schön	Unidad 4
aburrido/-a	langweilig	Unidad 4
antiguo/-a	alt	Unidad 4
multicultural	multikulturell	Unidad 4
corresponder a	entsprechen	Unidad 4
el grado	Grad	Unidad 4
la temperatura	Temperatur	Unidad 4
medio/-a	Durchschnitts-	Unidad 4
el invierno	Winter	Unidad 4
la línea	Linie	Unidad 4
el metro	U-Bahn	Unidad 4
el kilómetro	Kilometer	Unidad 4
la hora de sol	Sonnenstunde	Unidad 4
la media	Durchschnitt, Mittelwert	Unidad 4
hay	es gibt	Unidad 4
el día de luz	Sonnentag	Unidad 4
la luz	Licht	Unidad 4
al año	pro Jahr, jährlich	Unidad 4
moverse	sich (fort)bewegen	Unidad 4
el tráfico	Verkehr	Unidad 4
un buen sistema	ein gut funktionierendes System	Unidad 4
el transporte público	öffentlicher Nahverkehr	Unidad 4
el autobús	Bus	Unidad 4
el tranvía	Straßenbahn	Unidad 4
conectado/-a	verbunden, angeschlossen	Unidad 4
el tren	Zug	Unidad 4
el minuto	Minute	Unidad 4
el edificio	Gebäude	Unidad 4
emblemático/-a	prägend, emblematisch	Unidad 4
la lonja	Warenbörse	Unidad 4
el mercado	Markt	Unidad 4
por supuesto	selbstverständlich	Unidad 4
amplio/-a	weit, breit	Unidad 4
cultural	kulturell	Unidad 4
el espectáculo	Vorstellung, Schauspiel	Unidad 4
la exposición	Ausstellung	Unidad 4
tener que + inf	müssen	Unidad 4
probar	(aus)probieren	Unidad 4
la horchata	Erdmandelmilch	Unidad 4
famoso/-a	berühmt	Unidad 4
tradicional	traditionell	Unidad 4
mediterráneo/-a	Mittelmeer-	Unidad 4
único/-a	einzigartig	Unidad 4
de vanguardia	avantgardistisch	Unidad 4
la opción	Option, Möglichkeit	Unidad 4
el local	Lokal	Unidad 4
salir de bares	auf Kneipentour gehen	Unidad 4
excepcional	außergewöhnlich	Unidad 4
el mar	Meer	Unidad 4
la montaña	Berg, Gebirge	Unidad 4
de un día	eintägig	Unidad 4
la arena	Sand	Unidad 4
la zona natural	Naturraum	Unidad 4
el parque natural	Naturpark	Unidad 4
el lago	See	Unidad 4
pasear (por)	spazieren gehen (durch)	Unidad 4
en pleno centro	mitten im Zentrum	Unidad 4
el texto	Text	Unidad 4
la categoría	Bereich, Kategorie	Unidad 4
el destino	Zielort	Unidad 4
la zona verde	Grünfläche	Unidad 4
la tabla	Tabelle	Unidad 4
algunos/-as	einige, manche	Unidad 4
alguno/-a	irgendein/e/r	Unidad 4
varios/-as	verschiedene, mehrere	Unidad 4
el grupo de tres	Dreiergruppe	Unidad 4
atractivo/-a	attraktiv	Unidad 4
el campus	Campus	Unidad 4
¿En qué orden…?	In welcher Reihenfolge …?	Unidad 4
dar recomendaciones	Empfehlungen geben	Unidad 4
desconectar	abschalten	Unidad 4
la columna	Spalte	Unidad 4
comprobar	überprüfen	Unidad 4
el bar de copas	Cocktailbar	Unidad 4
el concierto	Konzert	Unidad 4
la plaza de toros	Stierkampfarena	Unidad 4
la página web	Website	Unidad 4
la información	Information	Unidad 4
positivo/-a	positiv	Unidad 4
cada uno/-a	jede/r/s einzelne	Unidad 4
tomar una decisión	eine Entscheidung treffen	Unidad 4
por excelencia	schlechthin	Unidad 4
preferido/-a	Lieblings-	Unidad 4
en general	im Allgemeinen	Unidad 4
el alquiler	Miete	Unidad 4
la habitación	Zimmer	Unidad 4
tanto como	so viel wie	Unidad 4
unos/-as	ungefähr (vor Zahlen)	Unidad 4
el comercio	Geschäft, Gewerbe	Unidad 4
de todo tipo	jeglicher Art	Unidad 4
la vida social	soziales Leben	Unidad 4
lejos (de)	weit (von)	Unidad 4
Es verdad.	Es ist wahr.	Unidad 4
la verdad	Wahrheit	Unidad 4
tanto/-a… como	so viel/e … wie	Unidad 4
sin embargo	jedoch, trotzdem	Unidad 4
la tradición	Tradition	Unidad 4
la tienda de ropa	Bekleidungsgeschäft	Unidad 4
innovador/a	innovativ	Unidad 4
a partir de	ab	Unidad 4
el norte	Norden	Unidad 4
auténtico/-a	echt, authentisch	Unidad 4
menos… que	weniger … als	Unidad 4
a cambio	dafür, im Austausch	Unidad 4
el verano	Sommer	Unidad 4
la tranquilidad	Ruhe	Unidad 4
referirse a	sich beziehen auf	Unidad 4
alquilar	mieten	Unidad 4
tan… como	so … wie	Unidad 4
en parejas	zu zweit	Unidad 4
la lista	Liste	Unidad 4
correspondiente	entsprechend	Unidad 4
el gimnasio	Fitnessstudio	Unidad 4
el centro de salud	Gesundheitszentrum	Unidad 4
el banco	Bank	Unidad 4
Correos	Post(amt)	Unidad 4
el estanco	Tabakladen, Kiosk	Unidad 4
abrir una cuenta	ein Konto eröffnen	Unidad 4
el yoga	Yoga	Unidad 4
hacer la compra	einkaufen gehen	Unidad 4
el bono de transporte	Monatskarte (Nahverkehr)	Unidad 4
el bono	Mehrfachkarte	Unidad 4
recoger	abholen	Unidad 4
enviar	schicken	Unidad 4
el paquete	Paket	Unidad 4
pedir hora	einen Termin vereinbaren	Unidad 4
el/la médico/-a	Arzt/Ärztin	Unidad 4
el mensaje	Nachricht	Unidad 4
anotar	notieren	Unidad 4
la parte	Teil	Unidad 4
resumir	zusammenfassen	Unidad 4
todo el día	den ganzen Tag	Unidad 4
asignar	zuweisen, zuteilen	Unidad 4
ofrecer	anbieten	Unidad 4
el/la joven	Jugendliche/r	Unidad 4
el descuento	(Preis-)Nachlass	Unidad 4
por eso	deshalb	Unidad 4
ver una película	einen Film schauen	Unidad 4
venir	kommen	Unidad 4
la forma de llegar	Anreisemöglichkeit	Unidad 4
sustentable	nachhaltig (LA)	Unidad 4
a pie	zu Fuß	Unidad 4
a… kilómetros (de)	… Kilometer (von …) entfernt	Unidad 4
ecológico/-a	ökologisch	Unidad 4
la hora del taco	Stoßzeit (Chile)	Unidad 4
saludable	gesund	Unidad 4
la bici(cleta)	Fahrrad	Unidad 4
la ciclovía	Fahrradweg (LA)	Unidad 4
¡Atención!	Achtung!	Unidad 4
el trayecto	Strecke, Weg	Unidad 4
arrendar	mieten (LA)	Unidad 4
el scooter	Scooter	Unidad 4
la solución	Lösung	Unidad 4
silencioso/-a	leise, lautlos	Unidad 4
limpio/-a	sauber	Unidad 4
el medio de transporte	Verkehrsmittel	Unidad 4
la distancia	Entfernung	Unidad 4
de hecho	eigentlich	Unidad 4
la mayoría	Mehrheit	Unidad 4
la alternativa	Alternative	Unidad 4
el auto	Auto (LA)	Unidad 4
compartir viaje	Mitfahrgelegenheit	Unidad 4
conectar	verbinden	Unidad 4
la municipalidad	Gemeinde (LA)	Unidad 4
el avión	Flugzeug	Unidad 4
la definición	Definition	Unidad 4
contaminar	verschmutzen	Unidad 4
causar	verursachen	Unidad 4
el ruido	Lärm	Unidad 4
cambiar	umsteigen	Unidad 4
al final	am Ende, schließlich	Unidad 4
bajar	aussteigen	Unidad 4
la parada	Haltestelle	Unidad 4
identificar	identifizieren	Unidad 4
siguiente	folgende/r/s	Unidad 4
el plano	(Lage-)Plan	Unidad 4
el piso	Etage	Unidad 4
la impresora 3D	3D-Drucker	Unidad 4
los baños	Toiletten	Unidad 4
las escaleras	Treppe	Unidad 4
el ascensor	Aufzug	Unidad 4
la recepción	Rezeption	Unidad 4
el auditorio	Hörsaal	Unidad 4
el primer piso	erstes Obergeschoss	Unidad 4
la entrada	Eingang	Unidad 4
la secretaría	Sekretariat	Unidad 4
el pasillo	Gang	Unidad 4
la sala de estudios	Lernraum	Unidad 4
segundo/-a	zweite/r/s	Unidad 4
a la derecha (de)	rechts (von)	Unidad 4
el aula	Hörsaal, Kursraum	Unidad 4
enfrente (de)	gegenüber (von)	Unidad 4
tercer(o)/-a	dritte/r/s	Unidad 4
cuarto/-a	vierte/r/s	Unidad 4
la expresión	Ausdruck	Unidad 4
en negrita	fett gedruckt	Unidad 4
a la izquierda (de)	links (von)	Unidad 4
detrás (de)	(da)hinter	Unidad 4
delante (de)	(da)vor	Unidad 4
al lado (de)	(da)neben	Unidad 4
la pregunta	Frage	Unidad 4
¿Para ir a…?	Wie kommt man nach/zu …?	Unidad 4
Disculpa.	Entschuldige bitte.	Unidad 4
Perdón.	Entschuldigung.	Unidad 4
doblar	abbiegen	Unidad 4
cruzar	überqueren	Unidad 4
el hall	(Eingangs-)Halle (LA)	Unidad 4
subir (a)	hinaufgehen	Unidad 4
seguir	weitergehen	Unidad 4
todo derecho	geradeaus	Unidad 4
el final	Ende	Unidad 4
girar	abbiegen	Unidad 4
todo recto	geradeaus	Unidad 4
peor	schlechter, schlechteste/r/s	Unidad 4
menor	jünger; kleiner	Unidad 4
el plan	Plan, Vorhaben	Unidad 4
la excusa	Ausrede	Unidad 4
el mal tiempo	schlechtes Wetter	Unidad 4
el resto	Rest	Unidad 4
hacer preguntas	Fragen stellen	Unidad 4
pues	nun, also	Unidad 4
bueno	nun ja, na gut	Unidad 4
La verdad es que…	Tatsache ist, dass …	Unidad 4
el día a día	Alltag	Unidad 5
la publicidad	Werbung	Unidad 5
la radio	Radio	Unidad 5
¿Con qué te despiertas tú?	Womit wachst du auf?	Unidad 5
despertarse	aufwachen	Unidad 5
la canción	Lied	Unidad 5
de buen humor	gut gelaunt	Unidad 5
el buen humor	gute Laune	Unidad 5
las noticias	Nachrichten	Unidad 5
la alarma	Weckruf	Unidad 5
antes de	vor, bevor	Unidad 5
ir al baño	ins Badezimmer gehen	Unidad 5
poner música	Musik anstellen	Unidad 5
ordenar la habitación	das Zimmer aufräumen	Unidad 5
apagar	ausschalten	Unidad 5
consultar el tiempo	sich über das Wetter informieren	Unidad 5
ganar	verdienen	Unidad 5
el reportaje	Reportage, Bericht	Unidad 5
ordenar	sortieren, anordnen	Unidad 5
cronológicamente	chronologisch	Unidad 5
cada vez son más	es sind immer mehr	Unidad 5
el gasto	Ausgabe(n); Kosten	Unidad 5
en casa	zuhause	Unidad 5
la rutina diaria	Alltagsroutine	Unidad 5
el intercambio	Austausch	Unidad 5
el/la ayudante de cocina	Küchenhilfe	Unidad 5
italiano/-a	italienisch	Unidad 5
combinar	kombinieren, verbinden	Unidad 5
imposible	unmöglich	Unidad 5
temprano	früh	Unidad 5
poner la música a tope	die Musik laut aufdrehen	Unidad 5
a tope	bis zum Anschlag	Unidad 5
ducharse	sich duschen	Unidad 5
vestirse	sich anziehen	Unidad 5
hacer una pausa	eine Pause machen	Unidad 5
después de	nach	Unidad 5
ligero/-a	leicht	Unidad 5
ir a trabajar	zur Arbeit gehen	Unidad 5
el trabajo en grupo	Gruppenarbeit	Unidad 5
quedar	sich verabreden	Unidad 5
divertirse	sich amüsieren	Unidad 5
ya no	nicht mehr	Unidad 5
si no	ansonsten	Unidad 5
encontrarse con	(sich) treffen mit	Unidad 5
salir de marcha	ausgehen	Unidad 5
es que…	nämlich	Unidad 5
poner la mesa	den Tisch decken	Unidad 5
limpiar	putzen, sauber machen	Unidad 5
volver a casa	heimkehren	Unidad 5
pues sí	ja, in der Tat	Unidad 5
acostarse	ins Bett gehen	Unidad 5
inmediatamente	unmittelbar, umgehend	Unidad 5
clasificar	einteilen, sortieren	Unidad 5
según	gemäß, nach	Unidad 5
el tema	Thema	Unidad 5
añadir	hinzufügen	Unidad 5
alguno/-a más	noch ein/e weitere/r/s	Unidad 5
el tiempo libre	Freizeit	Unidad 5
similar	ähnlich	Unidad 5
tarde	spät	Unidad 5
el desayuno	Frühstück	Unidad 5
el momento	Moment, Augenblick	Unidad 5
recoger	(ein)sammeln	Unidad 5
empezar	beginnen, anfangen	Unidad 5
mal	schlecht	Unidad 5
perder	verpassen; verlieren	Unidad 5
dormir	schlafen	Unidad 5
la llave	Schlüssel	Unidad 5
oír	hören	Unidad 5
estar en un atasco	im Stau stehen	Unidad 5
olvidar	vergessen	Unidad 5
el (teléfono) móvil	Handy	Unidad 5
he dormido	ich habe geschlafen	Unidad 5
por fin	endlich	Unidad 5
encontrar	(vor)finden	Unidad 5
ha sonado	(er) hat geklingelt	Unidad 5
he oído	ich habe gehört	Unidad 5
estresado/-a	gestresst	Unidad 5
de mal humor	schlecht gelaunt	Unidad 5
el mal humor	schlechte Laune	Unidad 5
ha empezado	(er) hat begonnen	Unidad 5
he tenido que	ich musste	Unidad 5
el/la ex(novio/-a)	Ex-Freund/in	Unidad 5
ha escrito	(er) hat geschrieben	Unidad 5
esta mañana	heute morgen	Unidad 5
ha publicado	hat veröffentlicht	Unidad 5
tan pronto	so früh; so schnell	Unidad 5
me ha olvidado	(er) hat mich vergessen	Unidad 5
la ventana	Fenster	Unidad 5
ha nevado	es hat geschneit	Unidad 5
nevar	schneien	Unidad 5
lleno/-a	voll	Unidad 5
el/la jefe/-a	Chef/in	Unidad 5
ha llamado	(sie) hat angerufen	Unidad 5
la reunión	Besprechung, Meeting	Unidad 5
totalmente	total, völlig	Unidad 5
desmotivado/-a	demotiviert	Unidad 5
¿Qué más…?	Was noch …?	Unidad 5
de acuerdo	einverstanden	Unidad 5
sentirse	sich fühlen	Unidad 5
ha dicho	hat gesagt	Unidad 5
todavía	noch	Unidad 5
el estado de ánimo	Gemütszustand	Unidad 5
triste	traurig	Unidad 5
motivado/-a	motiviert	Unidad 5
relajado/-a	entspannt	Unidad 5
el perfecto	Perfekt	Unidad 5
el tiempo verbal	Zeitform	Unidad 5
el pasado	Vergangenheit	Unidad 5
la forma	Form	Unidad 5
el infinitivo	Infinitiv	Unidad 5
¿Cómo se forma el perfecto?	Wie wird das Perfekt gebildet?	Unidad 5
el regalo	Geschenk	Unidad 5
recibir	bekommen, empfangen	Unidad 5
el canal	Kanal	Unidad 5
la entrevista	Interview	Unidad 5
enfadado/-a	verärgert, wütend	Unidad 5
¿Cómo quedamos?	Wo und wann treffen wir uns?	Unidad 5
la agenda	Terminkalender	Unidad 5
el/la dentista	Zahnarzt/-ärztin	Unidad 5
la preparación	Vorbereitung	Unidad 5
la economía industrial	Industriewirtschaft	Unidad 5
el pádel	Padel (Ballsport)	Unidad 5
la administración de empresas	Betriebswirtschaft	Unidad 5
la dirección estratégica	strategische Geschäftsführung	Unidad 5
la estadística	Statistik	Unidad 5
la tutoría	Sprechstunde	Unidad 5
el partido	Spiel (Sport)	Unidad 5
el hockey	Hockey	Unidad 5
el equipo	Team, Mannschaft	Unidad 5
el cumpleaños	Geburtstag	Unidad 5
el buzón de voz	Mobilbox	Unidad 5
el asunto	Angelegenheit	Unidad 5
pensar	denken; vorhaben	Unidad 5
ir a + inf	etw. tun werden	Unidad 5
¿Cuándo nos vemos?	Wann sehen wir uns?	Unidad 5
Vale.	o. k., einverstanden	Unidad 5
¿Qué te parece…?	Was hältst du davon …?	Unidad 5
justo	genau, gerade	Unidad 5
seguro (que)	sicherlich	Unidad 5
terminar	(be)enden	Unidad 5
levantarse	aufstehen	Unidad 5
¿Y si…?	Wie wäre es, wenn …?	Unidad 5
pasar por	vorbeikommen	Unidad 5
genial	super, genial	Unidad 5
tener ganas (de)	Lust haben (zu)	Unidad 5
mejor otro día	lieber an einem anderen Tag	Unidad 5
jugar al pádel	Padel spielen	Unidad 5
proponer	vorschlagen	Unidad 5
la cita	Termin, Verabredung	Unidad 5
aceptar	annehmen	Unidad 5
rechazar	ablehnen	Unidad 5
Lo siento.	Es tut mir leid.	Unidad 5
la propuesta	Vorschlag	Unidad 5
la idea	Idee	Unidad 5
reaccionar	reagieren, antworten	Unidad 5
la videollamada	Videoanruf	Unidad 5
imaginar	sich vorstellen	Unidad 5
el curso de dibujo	Zeichenkurs	Unidad 5
el plan de regalo	Geschenkvorhaben	Unidad 6
el ritmo	Rhythmus	Unidad 6
la experiencia	Erlebnis, Erfahrung	Unidad 6
la adrenalina al máximo	Adrenalin pur	Unidad 6
la mochila	Rucksack	Unidad 6
la escapada	Ausflug, kleine Reise	Unidad 6
el relax	Entspannung	Unidad 6
pasear en globo	mit dem Ballon fahren	Unidad 6
hacer senderismo	wandern	Unidad 6
hacer camping	zelten	Unidad 6
hacer puenting	Bungeespringen	Unidad 6
interesante	interessant	Unidad 6
estresante	stressig, anstrengend	Unidad 6
relajante	entspannend	Unidad 6
peligroso/-a	gefährlich	Unidad 6
me parece	mir scheint, ich finde	Unidad 6
repetirse	sich wiederholen	Unidad 6
¿Te apuntas?	Machst du mit?	Unidad 6
los medios audiovisuales	audiovisuelle Medien	Unidad 6
ponerse en forma	in Form kommen	Unidad 6
mejorar	verbessern	Unidad 6
el estilo	Stil	Unidad 6
el gusto	Geschmack, Vorliebe	Unidad 6
el interés	Interesse	Unidad 6
el rey / la reina	König/in	Unidad 6
la pista	Tanzfläche	Unidad 6
la oportunidad	Gelegenheit	Unidad 6
la bachata	Bachata	Unidad 6
el merengue	Merengue	Unidad 6
el hiphop	Hip Hop	Unidad 6
el rock and roll	Rock and Roll	Unidad 6
¡Es hora de mover el esqueleto!	Nun wird das Tanzbein geschwungen!	Unidad 6
echar de menos	vermissen	Unidad 6
el piano	Klavier	Unidad 6
quejarse	sich beschweren	Unidad 6
la trompeta	Trompete	Unidad 6
el club	Club, Vereinslokal	Unidad 6
hacer conciertos	Konzerte geben	Unidad 6
durante todo el año	das ganze Jahr	Unidad 6
el rock	Rockmusik	Unidad 6
el pop	Popmusik	Unidad 6
clásico/-a	klassisch	Unidad 6
el jazz	Jazz	Unidad 6
Todo es posible.	Alles ist möglich.	Unidad 6
obtener	erhalten	Unidad 6
el crédito de libre elección	Wahlfachpunkt	Unidad 6
la ayuda	Hilfe	Unidad 6
la formación musical	musikalische Ausbildung	Unidad 6
algo de	ein bisschen, etwas	Unidad 6
estar en forma	in Form sein	Unidad 6
la entrada principal	Haupteingang	Unidad 6
correr	laufen	Unidad 6
a su ritmo	in seinem/ihrem Tempo	Unidad 6
el/la entrenador/a	Trainer/in	Unidad 6
el entrenamiento	Training	Unidad 6
nadar	schwimmen	Unidad 6
completo/-a	ganzheitlich	Unidad 6
No hay excusas.	Keine Ausreden mehr!	Unidad 6
tener lugar	stattfinden	Unidad 6
el horario de apertura	Öffnungszeiten	Unidad 6
las instalaciones	Einrichtungen, Anlagen	Unidad 6
el curso de perfeccionamiento	Aufbaukurs	Unidad 6
profesional	professionell	Unidad 6
Con eso es suficiente.	Das reicht völlig aus.	Unidad 6
suficiente	genügend, genug	Unidad 6
el taller	Workshop	Unidad 6
práctico/-a	praktisch	Unidad 6
grabar	aufnehmen	Unidad 6
editar	bearbeiten	Unidad 6
el vídeo	Video	Unidad 6
lo mismo	das Gleiche	Unidad 6
tailandés/-esa	thailändisch	Unidad 6
disfrutar	genießen	Unidad 6
el sonido	Laut, Klang; Ton	Unidad 6
lo que	das, was	Unidad 6
lo + adj	das (neutraler Artikel)	Unidad 6
el diálogo	Dialog	Unidad 6
todavía no	noch nicht	Unidad 6
ninguno/-a	keine/r/s	Unidad 6
formar	gründen	Unidad 6
el grupo de música	Musikgruppe, Band	Unidad 6
la clase de baile	Tanzstunde	Unidad 6
alguna vez	schon einmal	Unidad 6
¿Adónde?	Wohin?	Unidad 6
ir de camping	zelten	Unidad 6
¿Cuánto tiempo?	Wie lange?	Unidad 6
¿Cuántas veces?	Wie oft?	Unidad 6
expresar	äußern, ausdrücken	Unidad 6
el acuerdo	Zustimmung	Unidad 6
el desacuerdo	Widerspruch	Unidad 6
hasta ahora	bis jetzt	Unidad 6
loco/-a	verrückt	Unidad 6
colgar	aufhängen	Unidad 6
entre clase y clase	zwischen den Unterrichtsstunden	Unidad 6
responder (a)	antworten, beantworten	Unidad 6
están escuchando	(sie) hören gerade	Unidad 6
están bebiendo	(sie) trinken gerade	Unidad 6
están hablando por teléfono	(sie) telefonieren gerade	Unidad 6
corregir	korrigieren	Unidad 6
está leyendo	(sie) liest gerade	Unidad 6
el periódico	Zeitung	Unidad 6
están trabajando	(sie) arbeiten gerade	Unidad 6
el portátil	Laptop	Unidad 6
está tocando	(er) spielt gerade	Unidad 6
el/la belga	Belgier/in	Unidad 6
está durmiendo	(sie) schläft gerade	Unidad 6
la estructura	Struktur	Unidad 6
el gerundio	Gerundium	Unidad 6
reír	lachen	Unidad 6
contestar	antworten	Unidad 6
el estrés	Stress	Unidad 6
producir	hervorbringen, verursachen	Unidad 6
pasar las vacaciones	die Ferien verbringen	Unidad 6
el trabajo en equipo	Teamarbeit	Unidad 6
ir de excursión	einen Ausflug machen	Unidad 6
el piso compartido	Wohngemeinschaft	Unidad 6
ir de compras	einkaufen gehen	Unidad 6
el consejo	Ratschlag	Unidad 6
la vida privada	Privatleben	Unidad 6
afectar a la salud	sich auf die Gesundheit auswirken	Unidad 6
físico/-a	körperlich	Unidad 6
emocional	emotional	Unidad 6
evitar	vermeiden	Unidad 6
hacer ejercicio	Sport treiben	Unidad 6
regularmente	regelmäßig	Unidad 6
relajarse	sich entspannen	Unidad 6
el aparato electrónico	elektronisches Gerät	Unidad 6
el aparato	Gerät	Unidad 6
descansar	sich ausruhen	Unidad 6
regular	regelmäßig	Unidad 6
incluso	sogar	Unidad 6
proporcionar	bieten	Unidad 6
el calendario	Kalender	Unidad 6
realista	realistisch	Unidad 6
el objetivo	Ziel	Unidad 6
el descanso	Pause	Unidad 6
recargar energía	Batterien aufladen	Unidad 6
sano/-a	gesund	Unidad 6
la cafeína	Koffein	Unidad 6
el párrafo	Abschnitt	Unidad 6
popular	populär, beliebt	Unidad 6
usado/-a	verwendet, gebraucht	Unidad 6
la generación	Generation	Unidad 6
digital	digital	Unidad 6
la tendencia	Trend	Unidad 6
el/la nativo/-a digital	Digital Native	Unidad 6
realmente	eigentlich, in Wirklichkeit	Unidad 6
crecer	aufwachsen	Unidad 6
la tecnología	Technologie, Technik	Unidad 6
la infancia	Kindheit	Unidad 6
estar conectado/-a	online sein	Unidad 6
el/la internet	Internet	Unidad 6
el dispositivo	Gerät	Unidad 6
al mismo tiempo	gleichzeitig	Unidad 6
reciente	jüngst, neu	Unidad 6
la plataforma	Plattform	Unidad 6
dinámico/-a	dynamisch	Unidad 6
donde	wo (Relativpronomen)	Unidad 6
interactuar	interagieren	Unidad 6
el/la usuario/-a	Nutzer/in	Unidad 6
de momento	im Moment	Unidad 6
conectarse	sich verbinden	Unidad 6
por delante de	vor	Unidad 6
la tableta	Tablet	Unidad 6
el acceso	Zugang	Unidad 6
inmediato/-a	sofortig	Unidad 6
el contenido	Inhalt	Unidad 6
todo el tiempo	die ganze Zeit	Unidad 6
en todos los lugares	überall	Unidad 6
la parte esencial	wesentlicher Bestandteil	Unidad 6
la vida cotidiana	Alltag	Unidad 6
la encuesta	Umfrage	Unidad 6
mantener el contacto	in Kontakt bleiben	Unidad 6
la importancia	Bedeutung, Relevanz	Unidad 6
la privacidad	Privatsphäre	Unidad 6
el perfil	Profil	Unidad 6
admitir	zugeben	Unidad 6
preguntar (por)	fragen (nach)	Unidad 6
